L_ADD_F,L_ADD_T,R_ADD_F,R_ADD_T,ROAD_NAME,ROAD_SUF,FULL_NAME,DIR,ALIAS,LANES,SURFACE_CO,YEAR_INSTA,OWNER,LIFECYCLES,SUBTYPE
834,834,0,0,SEYMOUR,DR,SEYMOUR DR,,,2,CON,2005-05-18,CI,COMP,7
628,796,623,791,MINERAL POINT,DR,MINERAL POINT DR,,,2,CON,2005-05-18,CI,COMP,7
634,778,627,795,FALL RIVER,DR,FALL RIVER DR,,,2,CON,2005-05-18,CI,COMP,7
0,0,0,0,VIOLA,DR,VIOLA DR,,,2,CON,2005-05-18,CI,COMP,7
12913,12937,12912,12938,VIOLA,DR,VIOLA DR,,,2,CON,2005-05-18,CI,COMP,7
12961,12985,12960,12986,VIOLA,DR,VIOLA DR,,,2,CON,2005-05-18,CI,COMP,7
0,0,0,0,TANGERINE,LN,TANGERINE LN,,,2,CON,2005-09-16,CI,COMP,7
0,0,0,0,FRAGRANT,DR,FRAGRANT DR,,,2,CON,2005-09-16,CI,COMP,7
13710,13798,13709,13797,BLACKWOLF RUN,TRL,BLACKWOLF RUN TRL,,,2,CON,2005-09-16,CI,COMP,7
13600,13688,13605,13693,BLACKWOLF RUN,TRL,BLACKWOLF RUN TRL,,,2,CON,2005-09-16,CI,COMP,7
13328,13376,13307,13379,DEERCREEK,TRL,DEERCREEK TRL,,,2,CON,2005-09-16,CI,COMP,7
13400,13448,13403,13499,DEERCREEK,TRL,DEERCREEK TRL,,,2,CON,2005-09-16,CI,COMP,7
13472,13544,0,0,DEERCREEK,TRL,DEERCREEK TRL,,,2,CON,2005-09-16,CI,COMP,7
11801,11897,11800,11898,FOXWOOD,LN,FOXWOOD LN,,,2,CON,2005-09-16,CI,COMP,7
11921,11993,11920,11994,FOXWOOD,LN,FOXWOOD LN,,,2,CON,2005-09-16,CI,COMP,7
12017,12089,12016,12090,FOXWOOD,LN,FOXWOOD LN,,,2,CON,2005-09-16,CI,COMP,7
13252,13288,0,0,WEEPING WILLOW,DR,WEEPING WILLOW DR,,,2,CON,2006-09-22,CI,COMP,7
13324,13396,13329,13377,CITRUS,LN,CITRUS LN,,,2,CON,2005-09-16,CI,COMP,7
0,0,11868,11892,TANGERINE,LN,TANGERINE LN,,,2,CON,2005-09-16,CI,COMP,7
13326,13398,13323,13371,LINCOLNSHIRE,LN,LINCOLNSHIRE LN,,,2,CON,2005-09-16,CI,COMP,7
13422,13494,13395,13495,LINCOLNSHIRE,LN,LINCOLNSHIRE LN,,,2,CON,2005-09-16,CI,COMP,7
12109,12127,12108,12126,SETTLERS KNOLL,TRL,SETTLERS KNOLL TRL,,,2,CON,2005-12-19,CI,COMP,7
13518,13590,13517,13589,LINCOLNSHIRE,LN,LINCOLNSHIRE LN,,,2,CON,2005-09-16,CI,COMP,7
13614,13782,13607,13799,LINCOLNSHIRE,LN,LINCOLNSHIRE LN,,,2,CON,2005-09-16,CI,COMP,7
0,0,0,0,SPRUCE PINE,TRL,SPRUCE PINE TRL,,,2,CON,2005-09-16,CI,COMP,7
0,0,0,0,SPRUCE PINE,TRL,SPRUCE PINE TRL,,,2,CON,2005-09-16,CI,COMP,7
13514,13712,13517,13697,VALENCIA,DR,VALENCIA DR,,,2,CON,2005-12-19,CI,COMP,7
12145,12199,12144,12198,SETTLERS KNOLL,TRL,SETTLERS KNOLL TRL,,,2,CON,2005-12-19,CI,COMP,7
0,0,0,0,SETTLERS KNOLL,TRL,SETTLERS KNOLL TRL,,,2,CON,2005-12-19,CI,COMP,7
13306,13378,13309,13381,WEEPING WILLOW,DR,WEEPING WILLOW DR,,,2,CON,2005-12-19,CI,COMP,7
12105,12179,12106,12178,NATIVE,LN,NATIVE LN,,,2,CON,2005-12-19,CI,COMP,7
13324,13396,13319,13391,HEMLOCK,TRL,HEMLOCK TRL,,,2,CON,2005-12-19,CI,COMP,7
13414,13486,13415,13487,HEMLOCK,TRL,HEMLOCK TRL,,,2,CON,2005-12-19,CI,COMP,7
13504,13576,13507,13633,HEMLOCK,TRL,HEMLOCK TRL,,,2,CON,2005-12-19,CI,COMP,7
12255,12325,12256,12324,POND CYPRESS,LN,POND CYPRESS LN,,,2,CON,2005-12-19,CI,COMP,7
12385,12495,12342,12492,POND CYPRESS,LN,POND CYPRESS LN,,,2,CON,2007-01-16,CI,COMP,7
13508,13582,13509,13581,FOUR WILLOWS,DR,FOUR WILLOWS DR,,,2,CON,2005-12-19,CI,COMP,7
13320,13490,13301,13499,FOUR WILLOWS,DR,FOUR WILLOWS DR,,,2,CON,2005-12-19,CI,COMP,7
12311,12383,12310,12382,GRANITE FALLS,TRL,GRANITE FALLS TRL,,,2,CON,2005-12-19,CI,COMP,7
12401,12473,12414,12450,GRANITE FALLS,TRL,GRANITE FALLS TRL,,,2,CON,2005-12-19,CI,COMP,7
9815,9911,0,0,PLANTERS ROW,DR,PLANTERS ROW DR,,,2,CON,2005-07-26,CI,COMP,7
9585,9803,9636,9764,PLANTERS ROW,DR,PLANTERS ROW DR,,,2,CON,2006-03-31,CI,COMP,7
910,958,943,1101,GLADEWATER,DR,GLADEWATER DR,,,2,CON,2006-03-31,CI,COMP,7
0,0,723,789,GLADEWATER,DR,GLADEWATER DR,,,2,CON,2006-03-31,CI,COMP,7
0,0,811,909,GLADEWATER,DR,GLADEWATER DR,,,2,CON,2006-03-31,CI,COMP,7
902,974,905,953,HIGH MEADOW,RD,HIGH MEADOW RD,,,2,CON,2005-07-26,CI,COMP,7
710,878,713,881,HIGH MEADOW,RD,HIGH MEADOW RD,,,2,CON,2005-07-26,CI,COMP,7
9969,10033,9934,9978,DOWNBROOK,DR,DOWNBROOK DR,,,2,CON,2005-07-26,CI,COMP,7
10586,10600,10569,10587,ASTORIA,DR,ASTORIA DR,,,2,CON,2005-12-12,CI,COMP,7
10614,10796,10605,10785,ASTORIA,DR,ASTORIA DR,,,2,CON,2005-12-12,CI,COMP,7
12171,12291,0,0,BRETON,DR,BRETON DR,,,2,CON,2005-12-12,CI,COMP,7
10590,10698,10595,10691,PROVIDENCE,DR,PROVIDENCE DR,,,2,CON,2005-12-12,CI,COMP,7
10716,10860,10707,10851,PROVIDENCE,DR,PROVIDENCE DR,,,2,CON,2005-12-12,CI,COMP,7
0,0,12254,12386,SALEM,DR,SALEM DR,,,2,CON,2005-12-12,CI,COMP,7
10530,10530,10521,10697,WILTON,DR,WILTON DR,,,2,CON,2005-12-12,CI,COMP,7
0,0,0,0,GODFREY,DR,GODFREY DR,,,2,CON,2005-12-12,CI,COMP,7
0,0,10719,10791,WILTON,DR,WILTON DR,,,2,CON,2005-12-12,CI,COMP,7
10826,10896,10809,10863,WILTON,DR,WILTON DR,,,2,CON,2005-12-12,CI,COMP,7
0,0,0,0,BLITZ,DR,BLITZ DR,,,2,CON,2006-07-06,CI,COMP,7
10012,10194,10011,10193,DRAWBRIDGE,DR,DRAWBRIDGE DR,,,2,CON,2005-12-12,CI,COMP,7
0,0,10215,10281,DRAWBRIDGE,DR,DRAWBRIDGE DR,,,2,CON,2005-12-12,CI,COMP,7
12417,12483,0,0,WALTHAM,DR,WALTHAM DR,,,2,CON,2005-12-12,CI,COMP,7
9916,10006,9913,10057,STANCIL,LN,STANCIL LN,,,2,CON,2006-07-06,CI,COMP,7
0,0,10075,10147,STANCIL,LN,STANCIL LN,,,2,CON,2006-07-06,CI,COMP,7
0,0,12414,12502,LOXLEY,DR,LOXLEY DR,,,2,CON,2006-06-23,CI,COMP,7
12505,12571,0,0,WALTHAM,DR,WALTHAM DR,,,2,CON,2005-12-12,CI,COMP,7
12501,12573,12508,12586,TROLLEY,DR,TROLLEY DR,,,2,CON,2006-07-06,CI,COMP,7
10824,10920,10827,10947,CHILMARK,CT,CHILMARK CT,,,2,CON,2005-12-12,CI,COMP,7
10414,10630,0,0,TOFFENHAM,DR,TOFFENHAM DR,,,2,CON,2007-11-12,CI,COMP,7
12597,12669,12612,12690,TROLLEY,DR,TROLLEY DR,,,2,CON,2006-07-06,CI,COMP,7
0,0,0,0,POLPIS,DR,POLPIS DR,,,2,CON,2006-07-06,CI,COMP,7
12505,12577,12518,12598,LOXLEY,DR,LOXLEY DR,,,2,CON,2006-07-06,CI,COMP,7
12509,12557,0,0,WOLF SNARE,DR,WOLF SNARE DR,,,2,CON,2007-11-12,CI,COMP,7
12515,12515,12416,12776,GODFREY,DR,GODFREY DR,,,2,CON,2005-12-12,CI,COMP,7
12607,12673,12614,12694,LOXLEY,DR,LOXLEY DR,,,2,CON,2006-07-06,CI,COMP,7
10012,10140,0,0,TISBURY,DR,TISBURY DR,,,2,CON,2006-07-06,CI,COMP,7
10654,10678,0,0,TOFFENHAM,DR,TOFFENHAM DR,,,2,CON,2005-12-12,CI,COMP,7
10418,10682,10411,10675,SHIRE VIEW,DR,SHIRE VIEW DR,,,2,CON,2007-11-12,CI,COMP,7
12593,12791,12618,12794,WALTHAM,DR,WALTHAM DR,,,2,CON,2005-12-12,CI,COMP,7
0,0,0,0,WATERSIDE,LN,WATERSIDE LN,,,2,CON,2007-11-12,CI,COMP,7
10722,10786,0,0,TOFFENHAM,DR,TOFFENHAM DR,,,2,CON,2005-12-12,CI,COMP,7
10412,10628,10415,10655,KILLDEER,DR,KILLDEER DR,,,2,CON,2007-11-12,CI,COMP,7
12581,12677,0,0,WOLF SNARE,DR,WOLF SNARE DR,,,2,CON,2007-11-12,CI,COMP,7
0,0,10679,10679,KILLDEER,DR,KILLDEER DR,,,2,CON,2007-11-12,CI,COMP,7
0,0,0,0,WATERSIDE,LN,WATERSIDE LN,,,2,CON,2007-11-12,CI,COMP,7
0,0,12906,12938,ABLINGDON,DR,ABLINGDON DR,,,2,CON,2012-02-28,CI,COMP,7
12685,12697,0,0,WOLF SNARE,DR,WOLF SNARE DR,,,2,CON,2012-02-28,CI,COMP,7
0,0,0,0,BLITZ,DR,BLITZ DR,,,2,CON,2003-12-29,CI,COMP,7
0,0,0,0,BLITZ,DR,BLITZ DR,,,2,CON,2003-12-29,CI,COMP,7
0,0,1177,1273,YUMA,DR,YUMA DR,,,2,CON,2005-08-10,CI,COMP,7
10909,10981,10912,10984,CORTEZ,CT,CORTEZ CT,,,2,CON,2005-08-10,CI,COMP,7
0,0,1305,1369,YUMA,DR,YUMA DR,,,2,CON,2005-08-10,CI,COMP,7
10913,10981,10918,10986,ALTA VISTA,DR,ALTA VISTA DR,,,2,CON,2005-08-10,CI,COMP,7
0,0,1401,1443,YUMA,DR,YUMA DR,,,2,CON,2005-08-10,CI,COMP,7
10911,10979,10914,10982,PECOS,CT,PECOS CT,,,2,CON,2005-08-10,CI,COMP,7
0,0,1457,1513,YUMA,DR,YUMA DR,,,2,CON,2005-08-10,CI,COMP,7
10923,10991,10926,10994,CHAVES,CT,CHAVES CT,,,2,CON,2005-08-10,CI,COMP,7
0,0,1527,1597,YUMA,DR,YUMA DR,,,2,CON,2005-08-10,CI,COMP,7
0,0,0,0,BUENA PARK,DR,BUENA PARK DR,,,2,CON,2003-11-14,CI,COMP,7
0,0,0,0,BUENA PARK,DR,BUENA PARK DR,,,2,CON,2003-11-14,CI,COMP,7
1700,1798,0,0,BUENA PARK,DR,BUENA PARK DR,,,2,CON,2003-11-14,CI,COMP,7
11015,11155,11038,11150,RUIDOSA,LN,RUIDOSA LN,,,2,CON,2005-08-10,CI,COMP,7
11217,11329,11224,11364,NOGALES,LN,NOGALES LN,,,2,CON,2005-08-10,CI,COMP,7
11319,11459,11326,11466,FRONTIER,DR,FRONTIER DR,,,2,CON,2005-08-10,CI,COMP,7
0,0,10970,11054,CASA GRANDE,TRL,CASA GRANDE TRL,,,2,CON,2005-08-10,CI,COMP,7
0,0,11082,11166,CASA GRANDE,TRL,CASA GRANDE TRL,,,2,CON,2005-08-10,CI,COMP,7
5315,5477,5316,5478,CRIMSON OAKS,DR,CRIMSON OAKS DR,,,2,CON,2005-04-07,CI,COMP,7
9706,9778,9707,9779,WAKE BRIDGE,DR,WAKE BRIDGE DR,,,2,CON,2005-04-07,CI,COMP,7
9802,9998,9791,10027,WAKE BRIDGE,DR,WAKE BRIDGE DR,,,2,CON,2005-04-07,CI,COMP,7
0,0,0,0,JACOBS,ST,JACOBS ST,,W LIBRARY ST,2,CON,2004-01-01,CI,COMP,7
8435,8591,0,0,JACOBS,ST,JACOBS ST,,W LIBRARY ST,2,CON,2004-01-01,CI,COMP,7
6344,6388,0,0,CLARKSON,ST,CLARKSON ST,,,2,CON,2005-11-10,CI,COMP,7
0,0,0,0,CLARKSON,ST,CLARKSON ST,,,2,CON,2005-11-10,CI,COMP,7
8305,8389,0,0,MOORE,ST,MOORE ST,,,2,CON,2005-11-10,CI,COMP,7
0,0,10446,10494,ABBERLEY,LN,ABBERLEY LN,,,2,CON,2006-08-24,PR,COMP,7
4230,4370,4313,4369,INDIAN CREEK,LN,INDIAN CREEK LN,,,2,CON,2005-12-13,PR,COMP,7
10027,10061,0,0,HILLSDALE,LN,HILLSDALE LN,,,2,CON,2005-12-13,PR,COMP,7
0,0,10104,10176,CLAIBORNE,LN,CLAIBORNE LN,,,2,CON,2005-12-13,PR,COMP,7
4018,4358,4015,4389,CASTLE BANK,LN,CASTLE BANK LN,,,2,CON,2005-12-13,PR,COMP,7
0,0,0,0,AVON,LN,AVON LN,,,1,CON,2005-12-13,PR,COMP,7
4012,4250,4013,4251,GLENHURST,LN,GLENHURST LN,,,2,CON,2005-12-13,PR,COMP,7
0,0,4285,4353,GLENHURST,LN,GLENHURST LN,,,2,CON,2005-12-13,PR,COMP,7
10459,10459,10482,10482,TOBIAS,LN,TOBIAS LN,,,2,CON,2005-12-13,PR,COMP,7
0,0,10316,10448,TOBIAS,LN,TOBIAS LN,,,2,CON,2005-12-13,PR,COMP,7
10437,10489,0,0,MOUNTAIN LAUREL,LN,MOUNTAIN LAUREL LN,,,2,CON,2015-09-09,PR,COMP,7
10309,10411,0,0,MOUNTAIN LAUREL,LN,MOUNTAIN LAUREL LN,,,2,CON,2005-12-13,PR,COMP,7
10207,10275,0,0,MOUNTAIN LAUREL,LN,MOUNTAIN LAUREL LN,,,2,CON,2005-12-13,PR,COMP,7
4324,4396,0,0,FOREST PARK,LN,FOREST PARK LN,,,2,CON,2005-12-13,PR,COMP,7
10127,10175,10128,10196,TATE,LN,TATE LN,,,2,CON,2005-12-13,PR,COMP,7
9951,9991,9944,9992,TATE,LN,TATE LN,,,2,CON,2005-12-13,PR,COMP,7
0,0,3997,4017,FOREST PARK,LN,FOREST PARK LN,,,2,CON,2005-12-13,PR,COMP,7
4052,4290,4051,4289,FOREST PARK,LN,FOREST PARK LN,,,2,CON,2005-12-13,PR,COMP,7
0,0,616,688,WINTERBERRY,LN,WINTERBERRY LN,,,2,CON,2006-04-04,CI,COMP,7
0,0,5918,5990,TASCATE,DR,TASCATE DR,,,2,CON,2006-04-04,CI,COMP,7
0,0,0,0,CRIMSON,LN,CRIMSON LN,,,2,CON,2006-04-04,CI,COMP,7
6109,6197,6116,6194,MYRTLE,LN,MYRTLE LN,,,2,CON,2010-08-13,CI,COMP,7
0,0,5906,5924,DEERWOOD,LN,DEERWOOD LN,,,1,CON,2006-04-04,CI,COMP,7
5971,5999,5942,5960,DEERWOOD,LN,DEERWOOD LN,,,2,CON,2006-04-04,CI,COMP,7
0,0,5994,5994,INDIAN BLANKET,DR,INDIAN BLANKET DR,,,2,CON,2006-04-04,CI,COMP,7
5903,5987,5912,5966,INDIAN BLANKET,DR,INDIAN BLANKET DR,,,2,CON,2006-04-04,CI,COMP,7
413,461,408,496,PALOVERDE,LN,PALOVERDE LN,,,2,CON,2006-04-04,CI,COMP,7
0,0,6010,6062,MYRTLE,LN,MYRTLE LN,,,2,CON,2006-04-04,CI,COMP,7
0,0,0,0,PALOVERDE,LN,PALOVERDE LN,,,2,CON,2006-04-04,CI,COMP,7
353,387,0,0,PALOVERDE,LN,PALOVERDE LN,,,2,CON,2006-04-04,CI,COMP,7
319,319,0,0,PALOVERDE,LN,PALOVERDE LN,,,2,CON,2006-04-04,CI,COMP,7
0,0,6012,6066,TALLOW,LN,TALLOW LN,,,2,CON,2006-04-04,CI,COMP,7
621,693,668,692,VERBENA,LN,VERBENA LN,,,2,CON,2006-04-04,CI,COMP,7
5901,6299,0,0,FM 423,,FM 423,,,3,CON,2012-01-01,TX,COMP,4
6209,6299,6206,6296,MEMORIAL,DR,MEMORIAL DR,,,2,CON,2004-08-13,CI,COMP,7
0,0,6314,6386,MEMORIAL,DR,MEMORIAL DR,,,2,CON,2004-08-13,CI,COMP,7
0,0,0,0,TURNING POINT,DR,TURNING POINT DR,,,2,CON,2006-03-13,CI,COMP,7
2508,2596,2517,2613,AUTUMN,LN,AUTUMN LN,,,2,CON,2006-03-13,CI,COMP,7
2642,2784,2641,2781,AUTUMN,LN,AUTUMN LN,,,2,CON,2006-03-13,CI,COMP,7
7319,7477,0,0,RAWLINS,LN,RAWLINS LN,,,2,CON,2006-03-31,CI,COMP,7
7509,7593,0,0,RAWLINS,LN,RAWLINS LN,,,2,CON,2006-03-13,CI,COMP,7
7621,7705,0,0,RAWLINS,LN,RAWLINS LN,,,2,CON,2006-03-13,CI,COMP,7
7723,7795,0,0,RAWLINS,LN,RAWLINS LN,,,2,CON,2006-03-13,CI,COMP,7
0,0,7716,7788,SILVERBROOK,LN,SILVERBROOK LN,,,2,CON,2006-03-13,CI,COMP,7
0,0,7648,7648,SILVERBROOK,LN,SILVERBROOK LN,,,2,CON,2006-03-13,CI,COMP,7
0,0,7594,7594,SILVERBROOK,LN,SILVERBROOK LN,,,2,CON,2006-03-13,CI,COMP,7
0,0,7522,7576,SILVERBROOK,LN,SILVERBROOK LN,,,2,CON,2006-03-13,CI,COMP,7
0,0,7376,7496,SILVERBROOK,LN,SILVERBROOK LN,,,2,CON,2006-03-31,CI,COMP,7
2524,2788,2521,2785,DEARBORN,LN,DEARBORN LN,,,2,CON,2006-03-13,CI,COMP,7
2522,2786,2519,2783,CLEARFIELD,LN,CLEARFIELD LN,,,2,CON,2006-03-13,CI,COMP,7
2520,2784,2523,2787,BERKLEY,LN,BERKLEY LN,,,2,CON,2006-03-13,CI,COMP,7
2500,2598,2501,2599,HIGH SHOALS,DR,HIGH SHOALS DR,,,2,CON,2002-01-01,CI,COMP,6
2600,2898,2601,2899,HIGH SHOALS,DR,HIGH SHOALS DR,,,2,CON,2002-01-01,CI,COMP,6
13809,13989,13816,13996,BADGER CREEK,DR,BADGER CREEK DR,,,2,CON,2005-08-08,CI,COMP,7
13645,13985,13648,13994,DUTCH HOLLOW,DR,DUTCH HOLLOW DR,,,2,CON,2005-08-08,CI,COMP,7
13657,13861,13626,13898,PLUM VALLEY,DR,PLUM VALLEY DR,,,2,CON,2005-08-08,CI,COMP,7
13657,13825,13658,13802,GRAYHAWK,BLVD,GRAYHAWK BLVD,,,2,CON,2005-08-08,CI,COMP,7
0,0,0,0,RISING STAR,BLVD,RISING STAR BLVD,,,2,CON,2005-08-08,CI,COMP,7
0,0,0,0,RISING STAR,BLVD,RISING STAR BLVD,,,2,CON,2005-08-08,CI,COMP,7
0,0,0,0,RISING STAR,BLVD,RISING STAR BLVD,,,2,CON,2005-08-08,CI,COMP,7
0,0,0,0,RISING STAR,BLVD,RISING STAR BLVD,,,2,CON,2005-12-01,CI,COMP,7
1702,1752,1703,1751,POLO HEIGHTS,DR,POLO HEIGHTS DR,,,2,CON,2004-06-03,CI,COMP,7
1768,1836,1767,1835,POLO HEIGHTS,DR,POLO HEIGHTS DR,,,2,CON,2004-06-03,CI,COMP,7
1854,1964,1853,1963,POLO HEIGHTS,DR,POLO HEIGHTS DR,,,2,CON,2004-06-03,CI,COMP,7
11206,11298,11203,11283,BAKERSFIELD,DR,BAKERSFIELD DR,,,2,CON,2005-11-14,CI,COMP,7
11210,11402,11219,11381,BEEVILLE,DR,BEEVILLE DR,,,2,CON,2005-11-14,CI,COMP,7
11316,11676,11313,11673,GATESVILLE,DR,GATESVILLE DR,,,2,CON,2006-07-21,CI,COMP,7
11318,11638,11305,11647,JASPER,DR,JASPER DR,,,2,CON,2006-07-21,CI,COMP,7
13221,13389,13202,13398,WIMBERLEY,DR,WIMBERLEY DR,,,2,CON,2006-07-21,CI,COMP,7
0,0,0,0,ODESSA,DR,ODESSA DR,,,2,CON,2006-07-21,CI,COMP,7
0,0,0,0,ODESSA,DR,ODESSA DR,,,2,CON,2006-07-21,CI,COMP,7
0,0,0,0,ODESSA,DR,ODESSA DR,,,2,CON,2006-07-21,CI,COMP,7
0,0,0,0,ODESSA,DR,ODESSA DR,,,2,CON,2006-07-21,CI,COMP,7
0,0,0,0,ODESSA,DR,ODESSA DR,,,2,CON,2005-11-14,CI,COMP,7
12715,12817,0,0,ODESSA,DR,ODESSA DR,,,2,CON,2005-11-14,CI,COMP,7
12851,12885,0,0,ODESSA,DR,ODESSA DR,,,2,CON,2005-11-14,CI,COMP,7
0,0,11109,11181,LUCKENBACH,DR,LUCKENBACH DR,,,2,CON,2005-11-14,CI,COMP,7
11214,11286,11205,11277,LUCKENBACH,DR,LUCKENBACH DR,,,2,CON,2005-11-14,CI,COMP,7
0,0,12696,12768,GARDENDALE,DR,GARDENDALE DR,,,2,CON,2005-11-14,CI,COMP,7
12815,12851,12786,12894,GARDENDALE,DR,GARDENDALE DR,,,2,CON,2005-11-14,CI,COMP,7
11426,11692,11427,11693,BEEVILLE,DR,BEEVILLE DR,,,2,CON,2005-11-14,CI,COMP,7
13229,13341,13224,13392,SULPHUR SPRINGS,DR,SULPHUR SPRINGS DR,,,2,CON,2006-07-21,CI,COMP,7
11320,11482,11309,11509,CEDAR SPRINGS,DR,CEDAR SPRINGS DR,,,2,CON,2006-07-21,CI,COMP,7
0,0,11527,11617,CEDAR SPRINGS,DR,CEDAR SPRINGS DR,,,2,CON,2006-07-21,CI,COMP,7
0,0,11635,11653,CEDAR SPRINGS,DR,CEDAR SPRINGS DR,,,2,CON,2006-07-21,CI,COMP,7
13001,13099,13000,13098,HONEY GROVE,DR,HONEY GROVE DR,,,2,CON,2006-07-21,CI,COMP,6
12603,12675,12604,12622,GREENHAVEN,DR,GREENHAVEN DR,,,2,CON,2005-11-14,CI,COMP,7
12701,12877,12712,12860,GREENHAVEN,DR,GREENHAVEN DR,,,2,CON,2005-11-14,CI,COMP,7
0,0,0,0,DALHART,DR,DALHART DR,,,2,CON,2005-11-14,CI,COMP,7
2518,2590,0,0,SHARLIS,DR,SHARLIS DR,,,2,CON,2006-03-31,CI,COMP,7
2614,2758,2683,2779,SHARLIS,DR,SHARLIS DR,,,2,CON,2006-03-31,CI,COMP,7
7209,7297,7208,7280,RAWLINS,LN,RAWLINS LN,,,2,CON,2006-03-31,CI,COMP,7
0,0,0,0,IPSWICH,LN,IPSWICH LN,,,2,CON,2006-03-31,CI,COMP,7
0,0,0,0,IPSWICH,LN,IPSWICH LN,,,2,CON,2006-03-31,CI,COMP,7
0,0,7256,7352,SILVERBROOK,LN,SILVERBROOK LN,,,2,CON,2006-03-31,CI,COMP,7
2724,2756,2735,2767,MORGAN HILL,RD,MORGAN HILL RD,,,2,CON,2006-03-31,CI,COMP,7
0,0,0,0,MORGAN HILL,RD,MORGAN HILL RD,,,2,CON,2006-03-31,CI,COMP,7
0,0,7112,7184,SILVERBROOK,LN,SILVERBROOK LN,,,2,CON,2006-03-31,CI,COMP,7
7115,7187,7156,7180,OLD PROVINCE,WAY,OLD PROVINCE WAY,,,2,CON,2006-03-31,CI,COMP,7
7213,7291,7204,7294,OLD PROVINCE,WAY,OLD PROVINCE WAY,,,2,CON,2006-03-31,CI,COMP,7
0,0,6718,6718,IRONGATE,PL,IRONGATE PL,,,2,CON,2006-03-31,CI,COMP,7
0,0,6750,6814,IRONGATE,PL,IRONGATE PL,,,2,CON,2006-03-31,CI,COMP,7
0,0,6846,6878,IRONGATE,PL,IRONGATE PL,,,2,CON,2006-03-31,CI,COMP,7
6953,7049,6910,7070,IRONGATE,PL,IRONGATE PL,,,2,CON,2006-03-31,CI,COMP,7
7117,7189,7088,7184,RAWLINS,LN,RAWLINS LN,,,2,CON,2006-03-31,CI,COMP,7
0,0,0,0,OLD BARN,DR,OLD BARN DR,,,2,CON,2006-03-31,CI,COMP,7
2206,2224,0,0,PROSPECT,DR,PROSPECT DR,,,2,CON,2006-03-31,CI,COMP,7
2242,2296,2243,2279,PROSPECT,DR,PROSPECT DR,,,2,CON,2006-03-31,CI,COMP,7
2314,2386,2297,2369,PROSPECT,DR,PROSPECT DR,,,2,CON,2006-03-31,CI,COMP,7
0,0,0,0,NOKOMIS,DR,NOKOMIS DR,,,2,CON,2006-03-31,CI,COMP,7
6723,6795,0,0,MONTWOOD,DR,MONTWOOD DR,,,2,CON,2006-03-31,CI,COMP,7
2364,2490,2355,2481,PRITCHETT,DR,PRITCHETT DR,,,2,CON,2006-03-31,CI,COMP,7
13321,13357,13322,13372,ANITA,CT,ANITA CT,,,2,CON,2006-12-01,CI,COMP,7
9860,9996,0,0,ROSEDALE,DR,ROSEDALE DR,,,2,CON,2006-12-01,CI,COMP,7
13317,13373,13324,13392,FONDREN,LN,FONDREN LN,,,2,CON,2006-12-01,CI,COMP,7
0,0,0,0,MCCULLEY,DR,MCCULLEY DR,,,2,CON,2006-12-01,CI,COMP,7
0,0,0,0,MCCULLEY,DR,MCCULLEY DR,,,2,CON,2006-12-01,CI,COMP,7
13325,13393,13314,13368,VELASCO,DR,VELASCO DR,,,2,CON,2006-12-01,CI,COMP,7
0,0,0,0,HERSCHEL,DR,HERSCHEL DR,,,1,CON,2006-12-01,CI,COMP,7
13221,13221,0,0,GALAXY,DR,GALAXY DR,,,2,CON,2006-12-06,CI,COMP,7
9810,9992,9809,9987,DARTMOUTH,DR,DARTMOUTH DR,,,2,CON,2006-12-01,CI,COMP,7
12827,12935,12832,12988,GALAXY,DR,GALAXY DR,,,2,CON,2006-12-06,CI,COMP,7
13017,13097,13014,13062,GALAXY,DR,GALAXY DR,,,2,CON,2006-12-06,CI,COMP,7
13113,13203,0,0,GALAXY,DR,GALAXY DR,,,2,CON,2006-12-06,CI,COMP,7
12823,12877,12838,12892,SERENITY,DR,SERENITY DR,,,2,CON,2006-12-06,CI,COMP,7
0,0,9717,9753,VICKIE,LN,VICKIE LN,,,2,CON,2006-12-06,CI,COMP,7
0,0,9813,9921,VICKIE,LN,VICKIE LN,,,2,CON,2006-12-06,CI,COMP,7
12839,13055,12836,13062,BALEZ,DR,BALEZ DR,,,2,CON,2006-12-06,CI,COMP,7
9814,9934,0,0,TUCKER,LN,TUCKER LN,,,2,CON,2006-12-06,CI,COMP,7
13021,13255,13004,13280,MINNOW,WAY,MINNOW WAY,,,2,CON,2006-12-01,CI,COMP,7
0,0,0,0,MOLINA,DR,MOLINA DR,,,2,CON,2006-12-01,CI,COMP,7
13029,13291,13100,13286,GUERIN,DR,GUERIN DR,,,2,CON,2006-12-01,CI,COMP,7
10620,10692,10647,10695,VILLANOVA,DR,VILLANOVA DR,,,2,CON,2014-11-10,CI,COMP,7
0,0,0,0,VILLANOVA,DR,VILLANOVA DR,,,2,CON,2014-11-10,CI,COMP,7
0,0,0,0,VILLANOVA,DR,VILLANOVA DR,,,2,CON,2014-11-10,CI,COMP,7
10316,10380,0,0,VILLANOVA,DR,VILLANOVA DR,,,2,CON,2014-11-10,CI,COMP,7
13115,13163,0,0,BELLINGHAM,DR,BELLINGHAM DR,,,2,CON,2014-11-10,CI,COMP,7
13187,13283,0,0,BELLINGHAM,DR,BELLINGHAM DR,,,2,CON,2014-11-10,CI,COMP,7
10506,10570,10313,10497,ATTLEBOROUGH,DR,ATTLEBOROUGH DR,,,2,CON,2014-11-10,CI,COMP,7
